,etiqueta
336282,5
336284,4
336285,5
336286,5
336287,3
336289,0
336290,1
336291,3
336292,1
336293,1
336294,5
336301,5
336302,5
336303,5
336305,5
336306,5
336308,2
336310,5
336311,5
336312,5
336313,2
336314,1
336315,2
336321,5
336324,5
336327,5
336329,5
336330,5
336331,5
336332,3
336333,5
336335,0
336336,5
336338,4
336341,4
336345,1
336349,5
336352,0
336353,1
336354,0
336355,5
336356,3
336358,5
336360,5
336362,5
336363,5
336365,2
336366,5
336367,5
336368,-1
336370,3
336371,2
336374,5
336376,2
336377,5
336378,3
336380,5
336382,5
336384,5
336385,1
336386,0
336387,5
336394,5
336395,5
336396,5
336398,1
336399,2
336401,3
336403,0
336404,5
336405,5
336406,5
336410,5
336413,5
336414,5
336416,5
336420,2
336422,5
336423,5
336424,5
336425,5
336429,5
336433,0
336435,5
336438,5
336439,5
336442,5
336446,5
336448,5
336449,3
336450,5
336453,5
336455,5
336456,1
336457,2
336458,5
336459,5
336460,5
336461,5
336462,5
336463,5
336465,5
336467,5
336468,5
336469,3
336473,5
336474,0
336475,5
336477,5
336478,5
336479,5
336483,5
336484,5
336485,5
336489,5
336490,5
336493,5
336495,5
336497,5
336502,5
336504,5
336505,5
336506,5
336508,2
336513,5
336516,5
336517,5
336518,5
336519,2
336521,5
336522,5
336525,1
336526,5
336527,5
336529,5
336530,-1
336531,0
336533,2
336535,5
336536,5
336538,4
336539,0
336540,2
336541,5
336542,5
336545,5
336546,5
336548,5
336549,5
336550,4
336551,5
336553,5
336557,3
336558,1
336561,0
336567,3
336569,2
336571,3
336572,5
336575,4
336577,1
336579,5
336581,4
336582,5
336583,5
336586,5
336587,1
336588,2
336589,5
336590,0
336591,5
336592,0
336593,2
336595,5
336597,5
336598,5
336599,5
336601,5
336604,5
336605,5
336608,-1
336609,5
336610,5
336614,5
336615,3
336617,5
336618,5
336622,5
336623,5
336624,5
336625,5
336626,2
336627,5
336628,5
336629,1
336630,5
336635,5
336636,1
336638,5
336639,5
336641,5
336642,5
336644,5
336648,5
336650,5
336651,5
336652,2
336653,5
336654,-1
336656,2
336657,5
336659,5
336660,5
336663,5
336666,5
336667,5
336668,5
336669,5
336670,5
336671,5
336673,5
336674,5
336675,5
336677,2
336678,5
336680,5
336682,5
336684,1
336685,5
336686,0
336687,4
336688,5
336692,5
336693,5
336695,2
336698,5
336701,5
336702,5
336703,5
336704,5
336707,1
336708,5
336709,5
336710,3
336714,5
336715,4
336716,5
336717,1
336721,3
336722,5
336725,2
336726,1
336727,5
336728,5
336729,1
336730,5
336731,5
336732,5
336733,1
336734,5
336735,5
336736,2
336739,5
336740,3
336742,5
336743,5
336744,5
336746,4
336747,5
336748,5
336749,5
336750,5
336758,5
336759,1
336760,5
336761,5
336762,3
336767,5
336768,5
336769,5
336772,5
336774,5
336775,1
336776,5
336777,5
336778,5
336779,5
336782,3
336783,5
336786,1
336787,5
336788,5
336789,5
336792,5
336798,5
336800,5
336801,5
336802,5
336805,5
336806,1
336808,3
336809,3
336813,5
336815,3
336816,5
336818,0
336819,2
336820,1
336822,5
336825,5
336826,3
336829,3
336830,5
336831,5
336833,5
336834,0
336836,5
336837,5
336838,5
336839,5
336842,0
336844,5
336845,1
336848,5
336851,5
336852,5
336854,5
336855,3
336856,5
336858,5
336859,5
336860,-1
336862,5
336863,5
336864,5
336869,5
336871,5
336874,5
336875,5
336876,5
336878,3
336879,5
336881,5
336882,1
336883,5
336885,5
336886,2
336889,3
336894,5
336895,0
336896,5
336898,3
336899,5
336900,5
336904,5
336905,5
336907,5
336908,5
336913,1
336916,5
336917,5
336921,5
336922,1
336924,2
336932,5
336933,5
336934,5
336935,5
336936,5
336938,0
336939,5
336942,5
336943,2
336944,5
336945,3
336946,5
336947,0
336949,5
336950,5
336951,5
336956,1
336957,5
336958,5
336959,5
336960,5
336962,5
336964,5
336967,5
336971,0
336973,5
336976,5
336980,5
336981,5
336982,5
336983,5
336984,5
336985,5
336987,0
336989,5
336991,5
336993,2
336995,5
336996,5
337001,5
337002,2
337003,2
337004,5
337006,1
337007,5
337009,0
337011,1
337013,4
337015,5
337020,1
337024,5
337032,5
337033,5
337034,0
337036,2
337041,5
337042,2
337043,1
337044,5
337046,5
337047,3
337048,5
337052,5
337054,5
337055,5
337056,2
337060,1
337065,3
337066,5
337067,5
337070,1
337072,5
337073,5
337074,5
337077,5
337079,5
337081,5
337088,5
337090,5
337092,5
337093,5
337094,5
337101,5
337102,5
337103,5
337104,5
337107,5
337110,5
337111,5
337112,5
337113,5
337117,5
337118,5
337119,5
337120,-1
337121,0
337122,5
337123,2
337126,5
337127,0
337129,5
337130,1
337133,-1
337135,5
337138,5
337139,5
337143,5
337147,1
337149,5
337150,5
337153,1
337154,5
337155,5
337156,5
337158,5
337159,5
337160,1
337161,5
337162,2
337164,5
337165,4
337167,0
337169,5
337171,5
337174,1
337175,5
337181,3
337183,5
337185,5
337187,5
337188,5
337190,5
337192,5
337193,-1
337194,1
337196,3
337199,5
337200,5
337201,1
337202,5
337203,3
337204,3
337206,5
337207,-1
337208,5
337209,2
337212,0
337213,1
337214,3
337218,5
337221,5
337222,5
337223,5
337224,3
337226,2
337228,0
337229,2
337233,0
337236,5
337237,5
337238,5
337239,5
337241,5
337242,0
337243,5
337244,4
337246,5
337248,5
337251,1
337252,5
337253,5
337255,5
337256,1
337257,5
337260,5
337261,5
337262,5
337266,-1
337267,5
337268,5
337269,5
337271,5
337272,3
337273,5
337277,5
337281,5
337284,5
337285,5
337288,5
337292,0
337293,5
337294,5
337295,3
337297,0
337302,5
337303,5
337304,4
337305,5
337306,5
337307,5
337308,5
337310,5
337312,5
337313,5
337316,5
337318,5
337319,5
337320,2
337321,3
337322,5
337325,5
337327,3
337328,5
337330,5
337333,1
337334,1
337337,5
337338,5
337341,5
337351,0
337357,5
337360,4
337361,2
337362,5
337366,5
337367,5
337368,5
337369,5
337371,2
337375,5
337379,4
337381,5
337383,5
337384,5
337392,1
337393,5
337398,4
337399,2
337400,5
337401,5
337406,5
337407,2
337408,3
337409,5
337410,5
337412,5
337414,1
337415,5
337416,5
337417,5
337418,4
337422,1
337425,5
337426,5
337429,5
337431,5
337432,5
337433,5
337434,5
337435,0
337436,5
337437,3
337438,5
337439,5
337440,5
337441,1
337443,5
337445,0
337448,5
337451,5
337452,5
337453,5
337455,4
337460,5
337461,5
337462,5
337463,5
337464,5
337469,5
337470,3
337474,0
337475,5
337476,0
337477,0
337478,4
337480,5
337481,2
337482,5
337483,5
337484,5
337488,1
337489,5
337492,5
337495,5
337497,5
337502,5
337505,5
337506,3
337507,2
337510,5
337511,5
337512,0
337513,0
337515,1
337516,5
337517,5
337518,0
337519,5
337521,5
337523,5
337525,0
337526,5
337528,5
337529,5
337531,5
337532,5
337534,5
337536,5
337538,3
337540,5
337541,5
337542,1
337543,2
337545,5
337548,5
337549,5
337552,5
337553,5
337554,5
337558,5
337559,5
337560,5
337561,3
337562,-1
337563,5
337567,5
337570,0
337573,5
337574,5
337575,4
337579,5
337581,0
337582,5
337583,5
337584,5
337585,5
337588,5
337589,5
337590,5
337591,5
337593,5
337595,5
337596,3
337597,3
337599,5
337602,5
337605,5
337606,5
337607,5
337610,0
337612,5
337613,0
337614,5
337616,3
337619,2
337620,5
337625,5
337626,5
337628,5
337629,5
337631,5
337633,5
337634,5
337638,2
337639,5
337640,5
337641,5
337643,0
337645,2
337646,5
337647,4
337649,3
337650,1
337651,5
337654,5
337655,5
337656,5
337657,2
337659,3
337661,5
337662,5
337664,5
337667,5
337670,5
337673,5
337674,5
337677,5
337678,5
337679,5
337684,5
337685,5
337686,5
337687,5
337688,5
337691,5
337692,5
337694,4
337696,5
337697,5
337698,5
337700,5
337701,5
337702,5
337703,3
337704,5
337707,5
337710,5
337712,5
337713,3
337716,5
337718,5
337720,5
337723,5
337724,5
337727,5
337729,5
337730,3
337731,5
337735,5
337736,5
337737,5
337738,2
337739,1
337740,5
337741,3
337743,1
337744,1
337746,5
337747,0
337748,5
337749,-1
337750,3
337752,5
337753,5
337756,5
337759,5
337760,5
337761,5
337764,2
337765,3
337768,5
337770,5
337772,3
337773,5
337777,5
337781,5
337782,5
337784,5
337786,5
337787,2
337789,5
337790,5
337792,5
337794,5
337797,5
337799,0
337803,5
337806,5
337807,5
337814,5
337815,5
337817,5
337818,5
337819,3
337820,5
337824,5
337825,5
337826,5
337829,4
337830,0
337832,4
337833,5
337837,5
337840,5
337841,5
337842,5
337847,5
337848,5
337850,5
337853,5
337856,5
337857,2
337858,5
337859,5
337860,5
337861,5
337866,4
337867,2
337869,4
337873,5
337877,5
337878,5
337879,5
337881,5
337884,5
337887,5
337889,5
337903,-1
337904,5
337905,3
337906,5
337907,5
337912,4
337913,3
337916,5
337917,5
337920,5
337921,1
337923,5
337924,5
337925,3
337929,3
337936,5
337937,5
337940,5
337941,3
337944,5
337945,5
337946,5
337948,2
337951,1
337953,3
337954,2
337957,5
337958,5
337959,3
337960,5
337961,2
337964,5
337966,5
337969,5
337970,2
337972,5
337973,5
337978,5
337979,3
337980,5
337981,5
337983,2
337985,0
337987,5
337990,5
337991,2
337993,5
337995,5
337996,5
338000,5
338001,5
338002,5
338005,2
338013,5
338014,5
338016,5
338017,1
338020,5
338021,5
338022,5
338023,5
338024,5
338028,5
338030,5
338031,5
338032,5
338034,5
338036,5
338038,5
338041,5
338042,3
338044,2
338047,5
338050,5
338051,5
338053,3
338055,5
338056,1
338058,5
338059,1
338060,0
338063,2
338068,2
338071,5
338073,5
338075,4
338077,0
338079,5
338080,5
338082,5
338084,5
338085,5
338087,5
338090,5
338092,5
338094,5
338100,5
338102,5
338104,5
338107,5
338108,3
338112,5
338113,5
338115,5
338116,5
338119,5
338120,5
338122,5
338123,5
338125,5
338126,5
338130,5
338134,1
338135,5
338137,5
338139,3
338144,3
338145,5
338147,0
338150,5
338156,5
338157,5
338160,5
338161,5
338163,5
338166,2
338167,0
338169,5
338170,5
338171,5
338174,5
338175,5
338177,5
338181,3
338183,5
338185,5
338186,5
338187,4
338188,5
338189,5
338190,5
338193,5
338194,3
338196,5
338197,5
338200,5
338201,5
338203,5
338206,5
338208,1
338209,5
338210,1
338211,5
338212,5
338214,1
338216,5
338219,5
338224,3
338225,2
338227,3
338232,3
338235,0
338237,3
338239,5
338245,5
338247,5
338251,5
338252,5
338256,5
338258,5
338259,5
338262,5
338267,3
338268,5
338270,5
338272,5
338274,4
338276,2
338278,5
338279,5
338280,5
338281,5
338282,0
338285,5
338289,1
338290,5
338292,5
338296,5
338297,2
338305,5
338307,5
338308,5
338309,3
338310,5
338311,5
338312,5
338313,5
338315,2
338318,2
338319,-1
338325,2
338332,5
338333,5
338338,5
338341,5
338349,1
338350,3
338355,5
338358,1
338359,0
338361,3
338362,5
338369,5
338370,5
338374,5
338375,5
338376,5
338378,3
338386,5
338387,5
338388,5
338391,5
338392,5
338393,5
338397,5
338400,5
338402,5
338408,5
338409,5
338411,4
338414,0
338415,0
338416,3
338418,5
338419,5
338421,5
338425,5
338427,5
338428,3
338430,5
338433,5
338434,0
338437,5
338438,5
338441,5
338443,5
338450,0
338451,5
338453,2
338456,5
338457,5
338459,5
338463,5
338465,5
338466,5
338467,5
338468,5
338470,5
338471,5
338476,5
338478,5
338481,2
338482,5
338483,3
338485,3
338486,5
338489,5
338496,5
338498,5
338499,5
338500,5
338506,5
338508,4
338509,3
338511,5
338512,5
338513,5
338518,5
338519,5
338523,5
338527,5
338529,3
338530,5
338532,5
338537,3
338539,2
338541,2
338542,5
338545,5
338547,5
338552,5
338554,-1
338555,3
338559,5
338560,5
338562,5
338563,5
338564,4
338567,5
338571,5
338577,0
338578,5
338579,2
338581,5
338584,5
338588,5
338589,5
338590,5
338595,5
338596,4
338597,5
338599,5
338601,5
338603,5
338604,0
338605,5
338606,2
338607,2
338609,3
338610,0
338612,5
338619,0
338620,5
338621,3
338624,5
338625,3
338628,5
338629,5
338632,5
338633,5
338634,5
338635,5
338636,4
338638,5
338640,5
338643,5
338645,5
338647,5
338650,5
338654,4
338657,5
338661,5
338663,1
338665,0
338672,5
338673,5
338675,5
338678,5
338679,5
338680,5
338684,4
338685,5
338690,5
338691,5
338692,3
338693,5
338700,0
338702,0
338708,5
338710,2
338718,5
338720,2
338721,4
338723,5
338725,0
338726,2
338727,5
338733,2
338737,5
338738,5
338740,5
338742,5
338743,5
338747,2
338749,5
338751,5
338752,5
338754,3
338755,3
338756,5
338762,5
338763,5
338764,5
338765,5
338768,5
338769,5
338771,5
338779,5
338782,5
338785,5
338786,5
338789,5
338790,5
338791,5
338799,4
338804,1
338807,5
338810,5
338815,5
338816,4
338818,3
338825,5
338826,5
338828,5
338831,1
338833,5
338835,5
338837,5
338838,4
338839,5
338840,5
338842,5
338843,5
338845,5
338846,5
338847,5
338848,5
338849,5
338852,5
338854,5
338855,5
338857,0
338859,3
338860,5
338861,5
338863,5
338864,3
338865,5
338867,5
338869,5
338873,1
338874,5
338876,2
338877,5
338879,3
338881,0
338884,5
338885,5
338886,5
338887,5
338888,5
338889,1
338890,5
338891,5
338892,5
338893,5
338894,5
338895,0
338897,5
338898,5
338899,5
338901,4
338902,5
338903,-1
338904,4
338905,1
338906,5
338909,1
338910,4
338911,1
338914,5
338915,5
338916,5
338917,2
338921,5
338923,5
338926,1
338927,5
338929,5
338931,5
338933,5
338934,5
338935,3
338936,5
338937,-1
338938,3
338939,5
338940,5
338942,5
338944,5
338945,5
338946,5
338950,5
338951,5
338952,5
338953,5
338955,5
338958,5
338961,5
338963,0
338965,2
338966,5
338969,5
338971,0
338972,5
338974,5
338976,5
338978,5
338979,0
338980,5
338981,5
338984,5
338988,5
338990,1
338991,5
338993,5
338994,5
338995,2
338996,5
338997,1
339000,1
339001,5
339002,5
339003,5
339004,5
339005,5
339006,5
339007,5
339009,5
339010,5
339011,5
339015,0
339016,4
339019,5
339020,4
339022,4
339023,5
339024,5
339025,5
339026,2
339030,5
339031,4
339032,3
339035,5
339037,5
339038,5
339040,5
339041,5
339042,5
339046,0
339047,5
339048,5
339049,5
339051,5
339052,5
339053,5
339054,5
339057,3
339058,0
339059,3
339061,5
339063,2
339064,5
339065,5
339066,5
339068,5
339069,5
339070,5
339072,5
339074,5
339076,5
339078,5
339079,3
339080,5
339081,5
339082,5
339083,-1
339084,5
339085,5
339087,5
339089,5
339090,5
339091,2
339092,5
339093,5
339094,5
339096,5
339097,5
339098,5
339099,2
339100,3
339101,4
339102,2
339103,5
339104,5
339105,4
339106,5
339107,5
339108,5
339109,5
339110,0
339112,5
339113,5
339114,5
339115,5
339116,5
339117,5
339118,5
339119,4
339121,3
339122,5
339123,4
339126,5
339127,5
339128,5
339129,2
339130,5
339133,5
339135,5
339137,5
339138,5
339139,5
339140,3
339141,5
339142,5
339143,5
339144,5
339149,5
339152,5
339153,4
339156,1
339158,5
339161,5
339162,5
339163,5
339164,2
339165,5
339166,5
339167,4
339169,5
339173,5
339175,5
339176,5
339177,5
339178,5
339180,3
339183,5
339187,5
339188,5
339189,3
339190,5
339192,4
339193,5
339194,5
339196,5
339197,5
339198,5
339199,5
339201,5
339203,5
339204,5
339205,5
339209,1
339212,5
339213,5
339214,5
339215,4
339218,0
339219,5
339220,5
339221,5
339222,5
339224,2
339226,3
339227,5
339228,5
339229,5
339230,5
339231,5
339232,4
339233,5
339234,5
339235,5
339236,5
339237,4
339238,3
339239,5
339240,1
339241,5
339242,5
339243,5
339245,2
339246,5
339247,5
339248,4
339250,0
339251,5
339252,5
339253,5
339254,4
339255,5
339258,5
339260,5
339261,5
339262,2
339263,3
339264,4
339267,5
339268,5
339269,1
339271,5
339273,5
339274,5
339275,5
339277,3
339280,5
339282,5
339287,5
339288,5
339289,5
339290,4
339292,5
339293,5
339295,5
339296,5
339297,5
339299,2
339300,2
339303,5
339304,5
339307,2
339310,5
339311,2
339312,0
339313,5
339314,5
339315,5
339316,5
339317,5
339322,5
339323,5
339324,5
339325,5
339326,4
339327,5
339329,5
339331,3
339333,5
339337,5
339339,2
339340,1
339341,5
339343,5
339346,5
339347,5
339348,5
339349,5
339350,5
339352,5
339354,5
339355,5
339356,0
339357,5
339358,5
339360,5
339361,5
339362,5
339363,5
339364,5
339365,5
339366,3
339367,5
339368,4
339369,5
339370,5
339375,3
339377,2
339378,5
339380,5
339382,5
339384,5
339385,5
339386,5
339387,5
339388,5
339389,3
339390,3
339391,5
339392,5
339394,5
339395,3
339398,1
339399,5
339400,5
339401,5
339403,0
339405,0
339406,5
339409,3
339410,1
339411,5
339412,5
339413,5
339414,5
339415,5
339416,5
339417,5
339418,5
339419,5
339420,5
339423,5
339425,5
339426,5
339427,5
339428,5
339429,5
339430,5
339431,5
339432,5
339434,5
339435,5
339438,3
339439,5
339440,4
339441,2
339442,5
339443,5
339444,4
339445,4
339446,1
339447,5
339448,5
339450,5
339451,5
339452,5
339453,3
339454,5
339455,1
339456,5
339457,5
339458,5
339459,5
339460,5
339461,1
339462,2
339463,5
339464,5
339465,5
339466,5
339467,0
339468,5
339471,4
339472,3
339474,5
339475,5
339476,5
339477,5
339478,5
339481,5
339482,5
339483,5
339484,2
339485,5
339486,5
339487,2
339490,5
339493,5
339494,5
339495,5
339497,5
339498,3
339499,3
339500,5
339502,5
339504,5
339506,5
339508,5
339509,4
339510,5
339512,5
339513,5
339515,5
339516,5
339517,5
339518,2
339520,5
339524,3
339525,5
339526,5
339527,4
339529,5
339530,5
339531,5
339532,5
339534,2
339535,5
339536,1
339538,5
339539,5
339541,4
339544,5
339545,5
339546,2
339547,1
339548,5
339549,5
339550,5
339551,5
339552,2
339555,3
339557,5
339558,4
339559,5
339562,5
339564,3
339567,2
339568,5
339569,5
339570,2
339571,0
339572,5
339573,5
339574,5
339576,1
339578,5
339579,5
339580,5
339582,4
339583,5
339584,4
339585,5
339587,5
339588,5
339589,5
339594,4
339595,5
339599,5
339600,1
339601,5
339602,5
339603,5
339604,5
339606,4
339609,5
339610,0
339611,5
339612,5
339614,5
339615,5
339616,5
339617,5
339618,5
339620,5
339622,4
339623,5
339624,5
339625,5
339626,1
339627,3
339629,2
339631,2
339632,5
339633,5
339634,5
339635,5
339636,5
339637,5
339638,5
339640,1
339641,5
339643,5
339644,5
339646,3
339648,2
339649,2
339650,5
339652,-1
339654,5
339655,5
339656,5
339657,2
339659,5
339662,5
339666,1
339667,5
339668,5
339669,5
339670,4
339673,5
339675,5
339676,5
339677,5
339678,5
339680,5
339681,5
339683,2
339684,5
339686,5
339687,5
339688,2
339689,5
339690,5
339691,5
339692,5
339693,5
339695,5
339696,5
339698,5
339699,5
339700,5
339702,5
339706,5
339707,5
339708,5
339709,5
339712,5
339713,5
339715,5
339717,5
339718,5
339719,0
339720,5
339721,5
339722,5
339723,3
339724,2
339725,0
339727,5
339728,5
339729,0
339731,2
339732,5
339733,4
339734,5
339735,5
339738,5
339739,5
339741,5
339742,5
339743,5
339744,5
339745,5
339746,2
339747,5
339749,0
339750,5
339751,2
339754,5
339756,5
339758,5
339759,5
339760,5
339761,1
339762,5
339763,5
339764,5
339765,5
339767,1
339768,5
339769,5
339770,5
339771,1
339772,2
339773,2
339774,5
339775,5
339776,5
339777,5
339778,5
339779,5
339781,5
339783,5
339784,5
339785,4
339786,1
339789,5
339791,2
339792,5
339793,5
339795,4
339796,2
339797,4
339799,5
339800,3
339801,5
339802,5
339803,4
339804,1
339805,5
339806,4
339807,5
339808,5
339811,3
339812,3
339817,5
339818,5
339819,3
339820,5
339823,0
339824,5
339826,2
339827,5
339828,5
339830,5
339832,5
339833,5
339835,5
339837,5
339838,2
339839,5
339843,5
339846,5
339847,4
339856,5
339857,2
339858,5
339860,5
339861,5
339862,5
339863,5
339864,5
339865,2
339866,5
339867,3
339868,5
339871,5
339872,5
339874,3
339876,5
339877,0
339878,4
339879,5
339880,5
339881,1
339882,5
339883,2
339884,5
339885,5
339886,5
339887,5
339888,5
339889,5
339890,5
339891,5
339892,5
339893,5
339894,5
339896,5
339897,5
339898,5
339899,1
339902,5
339903,5
339906,5
339907,2
339908,5
339911,5
339912,4
339913,3
339915,2
339917,5
339918,2
339919,5
339921,3
339922,4
339923,4
339925,5
339926,5
339927,5
339929,5
339931,5
339932,5
339935,2
339936,3
339937,0
339938,5
339939,1
339940,5
339942,4
339943,5
339944,5
339945,5
339946,3
339947,5
339948,5
339949,5
339950,5
339951,5
339954,5
339955,5
339956,3
339958,5
339960,2
339962,5
339964,5
339965,5
339968,5
339972,4
339973,2
339974,5
339975,5
339977,2
339978,5
339979,-1
339980,0
339981,2
339983,5
339988,5
339990,5
339993,5
339994,5
339995,5
339996,5
339997,5
339998,5
340001,5
340002,5
340004,4
340005,2
340008,5
340009,3
340010,5
340011,3
340012,5
340014,3
340015,5
340016,5
340018,1
340019,5
340021,5
340022,4
340023,5
340024,5
340025,5
340027,5
340028,5
340030,5
340032,1
340033,5
340034,5
340035,3
340036,3
340037,1
340038,4
340042,5
340043,5
340044,0
340045,1
340046,5
340047,4
340049,5
340052,5
340053,5
340055,5
340057,5
340058,5
340060,5
340064,2
340065,5
340066,3
340067,2
340069,5
340071,5
340072,5
340073,5
340074,0
340075,5
340076,5
340077,5
340078,0
340079,5
340080,2
340081,5
340082,5
340083,5
340084,5
340085,5
340087,5
340088,5
340092,5
340094,5
340095,5
340096,5
340098,5
340100,5
340102,5
340104,5
340105,1
340106,5
340108,5
340109,5
340110,-1
340112,5
340114,5
340116,5
340118,5
340119,1
340120,5
340121,0
340122,1
340123,1
340124,-1
340126,0
340127,5
340128,5
340129,5
340131,5
340132,5
340133,5
340134,5
340135,3
340136,5
340137,5
340141,5
340144,5
340145,5
340150,5
340151,5
340153,5
340156,5
340157,2
340158,5
340159,5
340160,5
340162,5
340164,5
340165,-1
340166,5
340167,5
340168,5
340169,5
340170,5
340172,5
340176,5
340179,5
340180,0
340181,5
340185,2
340186,5
340187,5
340188,2
